,NOMBDIST,NOMBPROV,NOMBDEP,POBLACION,DISTANCIA,riesgo
14,YANAQUIHUA,CONDESUYOS,AREQUIPA,4415.0,63.52277871430875,66.23223958420137
15,MACHAGUAY,CASTILLA,AREQUIPA,564.0,116.49951938187118,50.77913343890461
16,ORCOPAMPA,CASTILLA,AREQUIPA,8906.0,168.3265928443687,46.99316938818117
17,PAMPACOLCA,CASTILLA,AREQUIPA,2269.0,99.02122518342236,62.544608797754435
18,URACA,CASTILLA,AREQUIPA,7199.0,94.3092708683183,64.44417581609066
19,LLUTA,CAYLLOMA,AREQUIPA,830.0,149.20140752647885,46.63563481552286
20,MACA,CAYLLOMA,AREQUIPA,776.0,177.7411322416136,47.060967458623026
21,MADRIGAL,CAYLLOMA,AREQUIPA,706.0,178.43151709024139,47.06364333517489
22,PUNTA DE BOMBON,ISLAY,AREQUIPA,6986.0,226.740360770912,37.31765214429051
23,QUECHUALLA,LA UNION,AREQUIPA,291.0,101.52824498072479,61.382809768526975
24,TORO,LA UNION,AREQUIPA,578.0,92.15444542143639,65.20473429066081
25,VITOR,AREQUIPA,AREQUIPA,4344.0,155.51185082582302,46.793040045088794
26,CAMANA,CAMANA,AREQUIPA,14163.0,90.66394460004244,63.34704696925969
27,NICOLAS DE PIEROLA,CAMANA,AREQUIPA,7818.0,89.59879322691376,65.55458602892399
28,CAYMA,AREQUIPA,AREQUIPA,102189.0,208.07355635350095,45.13381465879061
29,POCSI,AREQUIPA,AREQUIPA,500.0,224.31383208196436,38.48241300135455
30,BELLA UNION,CARAVELI,AREQUIPA,3396.0,169.21798285172508,47.002195987363706
31,AREQUIPA,AREQUIPA,AREQUIPA,60711.0,200.98666904824302,47.362966194360176
32,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,87469.0,202.96363160085104,46.83506328541394
33,MIRAFLORES,AREQUIPA,AREQUIPA,64560.0,207.4387182490516,46.25027656960589
34,SACHACA,AREQUIPA,AREQUIPA,26226.0,197.2201906597594,47.96415106969446
35,MARIANO MELGAR,AREQUIPA,AREQUIPA,65557.0,208.56141343088137,46.04224867016285
36,ANCHIHUAY,LA MAR,AYACUCHO,4740.0,354.94755054237913,6.700632993168469
39,CURAHUASI,ABANCAY,APURIMAC,17323.0,290.3088150014983,21.048593212023253
40,OCOBAMBA,CHINCHEROS,APURIMAC,7200.0,292.82132781165325,7.465057565024025
41,PACOBAMBA,ANDAHUAYLAS,APURIMAC,3573.0,290.68681384373616,7.5038096955195295
52,EL PORVENIR,CHINCHEROS,APURIMAC,1812.0,304.98934485014973,7.256798556634997
53,ROCCHACC,CHINCHEROS,APURIMAC,2849.0,299.04574454963233,7.355746951886999
58,LOS CHANKAS,CHINCHEROS,APURIMAC,1052.0,308.2609743850318,7.204739598589191
59,SAN MIGUEL,SAN ROMAN,PUNO,66909.0,360.28968415951005,24.99690155125885
60,MOLLENDO,ISLAY,AREQUIPA,27794.0,180.28130404791264,49.99309595678012
61,COCACHACRA,ISLAY,AREQUIPA,9186.0,210.63544140364985,43.0218495548468
62,CHARACATO,AREQUIPA,AREQUIPA,14336.0,218.2462213859499,39.643630249637106
68,CALAPUJA,LAMPA,PUNO,1703.0,351.5292958144999,6.7189004266872026
69,ACHAYA,AZANGARO,PUNO,2993.0,359.7640329963154,6.681225733543873
71,SANTA ROSA,MELGAR,PUNO,6461.0,328.02431467873606,6.931286654610283
72,MAÑAZO,PUNO,PUNO,5358.0,321.53614615539493,7.01274215849814
73,SANTA LUCIA,LAMPA,PUNO,7567.0,286.6133085345236,7.579475725230829
75,PARATIA,LAMPA,PUNO,2926.0,298.4643660672468,7.365716846520644
79,SANTIAGO DE PUPUJA,AZANGARO,PUNO,4703.0,357.7743431500858,6.68831614646137
80,PUCARA,LAMPA,PUNO,5551.0,337.74040077248355,6.826592916908344
82,UMACHIRI,MELGAR,PUNO,3922.0,317.309871913127,7.0703413869444285
83,CUPI,MELGAR,PUNO,2134.0,302.8232071172441,7.292221176016315
88,TAPAY,CAYLLOMA,AREQUIPA,815.0,176.09259709758447,47.053346713247215
188,PACUCHA,ANDAHUAYLAS,APURIMAC,8585.0,282.5202437986341,7.657681123264619
189,COLQUEMARCA,CHUMBIVILCAS,CUSCO,7570.0,258.70771135818404,8.15121885538342
190,LLUSCO,CHUMBIVILCAS,CUSCO,4781.0,224.68878776236858,38.312836963466026
191,QUIÑOTA,CHUMBIVILCAS,CUSCO,4185.0,234.40897765592652,32.113405513082434
192,KUNTURKANKI,CANAS,CUSCO,5345.0,287.2615957929323,7.5672865465740955
193,LANGUI,CANAS,CUSCO,2223.0,298.5480689765712,7.36427833266595
194,TUPAC AMARU,CANAS,CUSCO,2737.0,299.0631667225155,7.355448966035165
195,ACOPIA,ACOMAYO,CUSCO,2987.0,309.14971795710176,7.190905103568571
196,MOSOC LLACTA,ACOMAYO,CUSCO,1214.0,306.6829106953246,7.229630161296834
197,SANTO TOMAS,CHUMBIVILCAS,CUSCO,23837.0,209.45776350071694,45.87241117796522
198,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO,493.0,98.68665381972541,62.69274669543194
199,SAN JOSE DE USHUA,PAUCAR DEL SARA SARA,AYACUCHO,225.0,104.82092539686614,59.419389496564385
200,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO,410.0,104.63984341249656,59.53572830567961
201,SAN JAVIER DE ALPABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,285.0,122.44319199695555,45.59530167429387
202,MARCABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,614.0,117.12448816798658,50.26026418200931
203,SAN SALVADOR DE QUIJE,SUCRE,AYACUCHO,1043.0,242.1691815485184,21.20022581891284
219,SAN SEBASTIAN,CUSCO,CUSCO,124705.0,330.15846397255285,25.00000000000001
280,CANARIA,VICTOR FAJARDO,AYACUCHO,4075.0,250.44587072482918,8.33599031650413
281,PACAPAUSA,PARINACOCHAS,AYACUCHO,638.0,132.62511306122292,45.92132865627861
282,SAISA,LUCANAS,AYACUCHO,848.0,168.48099055285343,46.994773977045746
283,SAN CRISTOBAL,LUCANAS,AYACUCHO,1880.0,176.04725549382445,47.053112409426774
284,SAN JUAN,LUCANAS,AYACUCHO,1028.0,185.81846582064944,46.913874320424824
285,OTOCA,LUCANAS,AYACUCHO,2083.0,227.95908501087186,36.665419816439645
286,LLAUTA,LUCANAS,AYACUCHO,906.0,267.5943045518104,7.959852547403469
287,SAN PEDRO DE LARCAY,SUCRE,AYACUCHO,821.0,207.53149648697948,43.777450228194766
288,HUACAÑA,SUCRE,AYACUCHO,363.0,219.94748268472281,40.231115425954904
289,MORCOLLA,SUCRE,AYACUCHO,1272.0,225.65707405439056,37.857967969185374
290,QUEROBAMBA,SUCRE,AYACUCHO,2620.0,242.40889046669116,20.61623908777706
291,PAICO,SUCRE,AYACUCHO,539.0,238.23354213594703,27.9803332185085
292,CHILCAYOC,SUCRE,AYACUCHO,488.0,252.31335831614237,8.293676295922145
293,INDEPENDENCIA,VILCAS HUAMAN,AYACUCHO,1172.0,256.4376398813748,8.201354048431368
294,CAYARA,VICTOR FAJARDO,AYACUCHO,1117.0,268.39093178975514,7.943094754869454
295,SARHUA,VICTOR FAJARDO,AYACUCHO,2701.0,293.044277902428,7.461046355176003
296,PILLPINTO,PARURO,CUSCO,1052.0,297.77531883788026,7.37759841225894
297,YAURISQUE,PARURO,CUSCO,2099.0,319.4868288016379,7.040240999871422
298,ACCHA,PARURO,CUSCO,3308.0,290.7210760877412,7.5031827175841475
299,YANAOCA,CANAS,CUSCO,9558.0,295.55131327166634,7.416424633763368
300,CUSIPATA,QUISPICANCHI,CUSCO,4821.0,327.5244395568052,6.937248556361334
301,SAN PABLO,CANCHIS,CUSCO,4632.0,332.6314478018191,6.878928873406158
302,TINTA,CANCHIS,CUSCO,5607.0,308.38134004587914,7.202858148476444
303,OCORURO,ESPINAR,CUSCO,1121.0,269.43681888730885,7.921196479973457
304,SAN ISIDRO,HUAYTARA,HUANCAVELICA,1036.0,311.2747421516912,7.158372531713691
305,OCOYO,HUAYTARA,HUANCAVELICA,844.0,293.70051831352623,7.449280075811306
306,QUERCO,HUAYTARA,HUANCAVELICA,999.0,297.2385198801224,7.386903421680633
307,AYAVI,HUAYTARA,HUANCAVELICA,745.0,342.70620926025504,6.781896172472916
308,RIO GRANDE,PALPA,ICA,3103.0,274.0426849076994,7.826183656673686
310,SANTA CRUZ,PALPA,ICA,1118.0,272.5918961451292,7.855857585299
311,PACHACUTEC,ICA,ICA,8254.0,327.1357547559783,6.9419214146145585
312,ACOCRO,HUAMANGA,AYACUCHO,8413.0,321.8866120120551,7.008122278406913
313,TAMBILLO,HUAMANGA,AYACUCHO,5723.0,337.1000039245239,6.832809213228105
314,SANTIAGO DE PISCHA,HUAMANGA,AYACUCHO,1478.0,355.76532412142205,6.696804595886471
315,HUAROCONDO,ANTA,CUSCO,4968.0,330.55074234973785,6.901988414391679
316,ANTA,ANTA,CUSCO,24203.0,323.3781561030977,24.99662425837654
317,LAMAY,CALCA,CUSCO,6003.0,353.06067132493604,6.710270773472027
318,MARAS,URUBAMBA,CUSCO,6818.0,338.5792595573853,6.818603428969783
319,SAN JERONIMO,CUSCO,CUSCO,63604.0,330.89300132480696,24.99677288604411
320,CHALLABAMBA,PAUCARTAMBO,CUSCO,9836.0,376.59136498216054,
322,SANTA ANA,LA CONVENCION,CUSCO,31667.0,369.00889835195534,
324,HUAYOPATA,LA CONVENCION,CUSCO,5670.0,357.1328606806743,6.690883327947997
325,OCOBAMBA,LA CONVENCION,CUSCO,5071.0,374.8652237718062,
326,VILCABAMBA,LA CONVENCION,CUSCO,11227.0,344.6624901908387,9.965119747113201
327,MACHUPICCHU,URUBAMBA,CUSCO,5915.0,340.3315042452153,6.802483951328771
329,URUBAMBA,URUBAMBA,CUSCO,23176.0,349.26418152243616,24.996500478710367
330,ANCAHUASI,ANTA,CUSCO,7772.0,319.2806514226219,7.043052902347248
331,CACHIMAYO,ANTA,CUSCO,2654.0,330.6133424522734,6.90128038223326
332,VINCHOS,HUAMANGA,AYACUCHO,15300.0,334.57465365227966,17.701592601686627
333,ORONCCOY,LA MAR,AYACUCHO,1155.0,310.2175031052118,7.1744610168287695
334,CHILCAS,LA MAR,AYACUCHO,1731.0,333.67477407721583,6.867739266218698
335,AYACUCHO,HUAMANGA,AYACUCHO,106913.0,346.0380351169819,25.0
336,JESUS NAZARENO,HUAMANGA,AYACUCHO,20336.0,346.18155078678717,24.99596613092276
337,SAN JOSE DE TICLLAS,HUAMANGA,AYACUCHO,1483.0,349.24955367768695,6.733050409122805
338,ANCO,LA MAR,AYACUCHO,8778.0,342.37731384503587,6.8038038863077634
339,HUAMANGUILLA,HUANTA,AYACUCHO,4382.0,358.786877437076,6.684541655308339
340,IGUAIN,HUANTA,AYACUCHO,2872.0,361.32378138971677,6.676610011121068
341,COLQUEPATA,PAUCARTAMBO,CUSCO,9351.0,357.34988291319434,6.883359055530374
342,SAN SALVADOR,CALCA,CUSCO,6135.0,342.57860424884115,6.782964954174356
343,OCONGATE,QUISPICANCHI,CUSCO,18106.0,356.0746808495605,22.270356015728442
344,OROPESA,QUISPICANCHI,CUSCO,10668.0,333.61766255606454,8.672438385098898
345,TICRAPO,CASTROVIRREYNA,HUANCAVELICA,1478.0,371.71990246640325,
351,LIRCAY,ANGARAES,HUANCAVELICA,25115.0,366.55865147979586,24.996711675897146
355,HUANCA-HUANCA,ANGARAES,HUANCAVELICA,1393.0,376.388619975592,
356,CHINCHO,ANGARAES,HUANCAVELICA,919.0,364.66347673895666,6.669614703736981
365,HUANCANO,PISCO,ICA,1607.0,373.22154972880065,
415,HUAYANA,ANDAHUAYLAS,APURIMAC,771.0,239.59859512495078,26.085951659779532
416,CARAYBAMBA,AYMARAES,APURIMAC,940.0,194.28766184072077,45.939919025173474
417,SABAINO,ANTABAMBA,APURIMAC,1094.0,207.13255267911399,43.87017811555669
418,VIRUNDO,GRAU,APURIMAC,674.0,219.8584406363304,40.263046026848194
419,CHALHUANCA,AYMARAES,APURIMAC,5157.0,206.1573554691863,44.09315033133219
420,YANACA,AYMARAES,APURIMAC,954.0,213.8655769637236,42.15913465014267
421,SAN ANTONIO,GRAU,APURIMAC,266.0,234.52464217310686,32.00880038782998
422,PATAYPAMPA,GRAU,APURIMAC,805.0,223.79143538420695,38.712921229425994
423,SAÑAYCA,AYMARAES,APURIMAC,1107.0,201.15106382091258,44.99138455813508
424,SANTA ROSA,GRAU,APURIMAC,533.0,237.64671292768014,28.720008955931224
425,PAMPACHIRI,ANDAHUAYLAS,APURIMAC,2323.0,205.31552585990983,44.28167426487309
426,CHUQUIBAMBILLA,GRAU,APURIMAC,5328.0,234.7388341126753,31.812277925594625
427,VILCABAMBA,GRAU,APURIMAC,1319.0,243.4539943580138,17.70999563780592
428,MICAELA BASTIDAS,GRAU,APURIMAC,943.0,239.4476072446333,26.310376478082407
429,POMACOCHA,ANDAHUAYLAS,APURIMAC,879.0,227.45955712277538,36.93879900171574
430,HUAYLLO,AYMARAES,APURIMAC,441.0,227.67869703110173,36.819937378235295
431,CHACOCHE,ABANCAY,APURIMAC,1393.0,242.20018854759692,21.12622409967714
432,PICHIRHUA,ABANCAY,APURIMAC,2828.0,264.68779531636665,8.02155908336452
522,HUMAY,PISCO,ICA,6156.0,372.17934812313246,
524,ILABAYA,JORGE BASADRE,TACNA,6630.0,331.07566709589247,6.896078512454822
525,ITE,JORGE BASADRE,TACNA,3297.0,320.1691806449672,7.030993620175452
526,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,71688.0,276.5632128639702,24.995881130299342
527,SAMEGUA,MARISCAL NIETO,MOQUEGUA,9348.0,293.6984181089304,7.449317635409491
528,SAN CRISTOBAL,MARISCAL NIETO,MOQUEGUA,1993.0,299.742986084176,7.343857164419464
529,TORATA,MARISCAL NIETO,MOQUEGUA,7198.0,299.16239913659643,7.353752582029195
530,OMATE,GENERAL SANCHEZ CERRO,MOQUEGUA,3564.0,266.05625407604595,7.992396402167931
531,CHOJATA,GENERAL SANCHEZ CERRO,MOQUEGUA,807.0,304.2123579137074,7.269418499429293
532,ICHUÑA,GENERAL SANCHEZ CERRO,MOQUEGUA,3437.0,310.72836630996505,7.16666282196747
533,SAMA,TACNA,TACNA,3720.0,352.9691040097777,6.710766634698002
534,CANDARAVE,CANDARAVE,TACNA,2780.0,350.54534547555784,6.724818792963837
535,CURIBAYA,CANDARAVE,TACNA,433.0,354.6927875757048,6.701869085468214
564,VIRACO,CASTILLA,AREQUIPA,1763.0,106.99208790564049,57.98761137288406
565,CABANACONDE,CAYLLOMA,AREQUIPA,2446.0,162.98090310364893,46.92651647711054
566,ATICO,CARAVELI,AREQUIPA,5906.0,18.274915945832433,58.77847522520921
567,CAHUACHO,CARAVELI,AREQUIPA,695.0,67.51497122582009,66.3201356620764
568,CHAPARRA,CARAVELI,AREQUIPA,3839.0,68.55547807648597,66.33582435320328
569,POLOBAYA,AREQUIPA,AREQUIPA,974.0,224.87868753001007,38.22559101171501
575,SAN ANTONIO,PUNO,PUNO,2688.0,331.45009525403907,6.891900880517349
577,ALTO PICHIGUA,ESPINAR,CUSCO,2126.0,281.1022408969138,7.685265425991139
578,SALAS,ICA,ICA,29105.0,362.84066758699754,24.996901616486475
579,SAN JOSE DE LOS MOLINOS,ICA,ICA,8075.0,345.79453807652976,6.757362567724112
580,ZURITE,ANTA,CUSCO,3840.0,321.908031805916,7.007840713295776
581,CAICAY,PAUCARTAMBO,CUSCO,3017.0,340.95934400583536,6.79689846740655
582,HUANTA,HUANTA,AYACUCHO,43001.0,368.78063732604335,24.992063661316976
585,LUIS CARRANZA,LA MAR,AYACUCHO,1343.0,326.36004933597525,6.95134343442602
589,HUAYTARA,HUAYTARA,HUANCAVELICA,2236.0,349.66842850954544,6.730335566286087
590,QUITO-ARMA,HUAYTARA,HUANCAVELICA,661.0,360.68062940922584,6.6784113900278
591,PILPICHACA,HUAYTARA,HUANCAVELICA,2969.0,345.9010565069852,6.756562806987544
592,TORAYA,AYMARAES,APURIMAC,1254.0,235.35146122686626,31.229133084587996
607,KISHUARA,ANDAHUAYLAS,APURIMAC,6560.0,276.11728381077324,7.784165999186188
608,CCORCA,CUSCO,CUSCO,2461.0,316.57593564595487,7.080691446533934
618,SAN FRANCISCO DE SANGAYAICO,HUAYTARA,HUANCAVELICA,894.0,331.0247650851326,6.896648886305481
620,TUTI,CAYLLOMA,AREQUIPA,681.0,206.71348504617467,43.96662271140713
621,MAJES,CAYLLOMA,AREQUIPA,66859.0,120.0938999501733,49.99169000423533
622,CHUQUIBAMBA,CONDESUYOS,AREQUIPA,3650.0,73.60797301028708,66.37057639724587
623,ANDARAY,CONDESUYOS,AREQUIPA,715.0,68.01240881106462,66.32800159724422
624,SALAMANCA,CONDESUYOS,AREQUIPA,527.0,111.54333129343497,54.67731676774177
625,TIPAN,CASTILLA,AREQUIPA,481.0,106.03025861204796,58.6303702492602
628,JOSE DOMINGO CHOQUEHUANCA,AZANGARO,PUNO,4859.0,352.5306694407803,6.71317655159268
629,LOS MOROCHUCOS,CANGALLO,AYACUCHO,8323.0,306.99645696082854,7.224651743462673
630,VISCHONGO,VILCAS HUAMAN,AYACUCHO,4015.0,294.76610607245016,7.430303964942002
631,CHUSCHI,CANGALLO,AYACUCHO,9134.0,314.4184133403464,7.111694561513296
645,LOMAS,CARAVELI,AREQUIPA,1581.0,184.91332952387694,47.0090414936899
646,YAUCA,CARAVELI,AREQUIPA,2111.0,124.11394391824979,45.254384073847056
647,APLAO,CASTILLA,AREQUIPA,9595.0,90.01920546318034,65.50640853015483
648,HUANCARQUI,CASTILLA,AREQUIPA,1679.0,111.43976666553499,54.758503056027024
662,COPORAQUE,CAYLLOMA,AREQUIPA,1259.0,198.2537480745452,45.41728976085608
663,HUAMBO,CAYLLOMA,AREQUIPA,751.0,138.34200476555296,46.23179111012565
664,LARI,CAYLLOMA,AREQUIPA,995.0,190.65594876386353,46.37308541773663
665,COTAHUASI,LA UNION,AREQUIPA,3197.0,112.59944344438948,53.85481792824131
666,TOMEPAMPA,LA UNION,AREQUIPA,736.0,122.82727842570631,45.283072340174904
667,QUEQUEÑA,AREQUIPA,AREQUIPA,5173.0,213.57864063689613,42.23946460552526
668,SAN JUAN DE TARUCANI,AREQUIPA,AREQUIPA,1569.0,246.32198160985757,8.430519912187156
669,SANTA ISABEL DE SIGUAS,AREQUIPA,AREQUIPA,797.0,143.5231472152853,46.449384553940355
670,SOCABAYA,AREQUIPA,AREQUIPA,80746.0,202.53161370395955,47.11034716454554
671,JOSE MARIA QUIMPER,CAMANA,AREQUIPA,4813.0,86.39570595197166,65.86791909522918
672,MARIANO NICOLAS VALCARCEL,CAMANA,AREQUIPA,7591.0,29.32335916360197,62.67122495553967
673,MARISCAL CACERES,CAMANA,AREQUIPA,6624.0,69.46515205806355,66.34715066159517
674,OCOÑA,CAMANA,AREQUIPA,4467.0,43.94506239986171,65.0246620405405
675,ACARI,CARAVELI,AREQUIPA,5282.0,152.99624560105514,46.73577692196274
676,WANCHAQ,CUSCO,CUSCO,63058.0,329.0281977717022,24.996758541544185
677,PAUCARPATA,AREQUIPA,AREQUIPA,139471.0,207.58916530247862,46.22757067777727
678,ISLAY,ISLAY,AREQUIPA,5385.0,160.17276603785322,46.882269586848125
680,INKAWASI,LA CONVENCION,CUSCO,5060.0,315.7977032754815,7.091775743786545
681,VILLA VIRGEN,LA CONVENCION,CUSCO,2412.0,342.5757046704049,6.782989290205268
682,CHINCHEROS,CHINCHEROS,APURIMAC,5616.0,293.554298120005,7.451896532095838
699,ECHARATE,LA CONVENCION,CUSCO,28022.0,415.33326140356263,
702,ACHOMA,CAYLLOMA,AREQUIPA,937.0,185.98793955711557,46.895451912142704
703,CHIGUATA,AREQUIPA,AREQUIPA,3235.0,219.63331002245823,40.34320294788213
704,LA JOYA,AREQUIPA,AREQUIPA,36616.0,178.12024282639408,49.9931492269764
709,LAMPA,LAMPA,PUNO,11723.0,332.1522256778798,11.047181196486044
712,PUNO,PUNO,PUNO,140527.0,358.07601451798496,25.0
713,PAUCARCOLLA,PUNO,PUNO,4435.0,359.90197686857937,6.680783760067707
714,VILQUE,PUNO,PUNO,3023.0,338.28844827186896,6.821353389359355
716,CABANILLAS,SAN ROMAN,PUNO,4669.0,299.0941488791748,7.354919165249662
718,CABANILLA,LAMPA,PUNO,5876.0,328.72338686232126,6.923039643849091
719,JULIACA,SAN ROMAN,PUNO,239463.0,349.6208729620265,25.000000000000004
721,OCUVIRI,LAMPA,PUNO,2457.0,293.56825913083657,7.451646584340716
723,AYAVIRI,MELGAR,PUNO,25333.0,328.6711887799922,24.996729777207822
725,ORURILLO,MELGAR,PUNO,8062.0,352.06411067604654,6.7273948872806715
727,NUÑOA,MELGAR,PUNO,8864.0,354.0167113616195,6.814754729623102
813,ANDRES AVELINO CACERES DORREGARAY,HUAMANGA,AYACUCHO,30546.0,342.45165664380016,24.99684439991254
842,COTABAMBAS,COTABAMBAS,APURIMAC,4102.0,288.81407985447197,7.538321335004119
843,URANMARCA,CHINCHEROS,APURIMAC,2833.0,275.91800405086946,7.788180605420937
844,SANTA MARIA DE CHICMO,ANDAHUAYLAS,APURIMAC,8892.0,275.8345985573609,7.789862221615608
845,TAMBURCO,ABANCAY,APURIMAC,11564.0,290.1876129455026,11.041686277571934
846,CAPACMARCA,CHUMBIVILCAS,CUSCO,4307.0,277.79471382550435,7.750556644266792
847,CHAMACA,CHUMBIVILCAS,CUSCO,6918.0,259.09223231056046,8.142775552686288
848,LAYO,CANAS,CUSCO,5810.0,305.93605347294186,7.241553691334989
849,CHECACUPE,CANCHIS,CUSCO,5279.0,345.2496111980155,6.761502997372782
850,POMACANCHI,ACOMAYO,CUSCO,7944.0,300.4256231160855,7.3322877736622125
851,LEONCIO PRADO,LUCANAS,AYACUCHO,1135.0,209.27104828354814,43.361895610887785
852,CORCULLA,PAUCAR DEL SARA SARA,AYACUCHO,439.0,100.18562658709774,62.01687345632805
853,PAUSA,PAUCAR DEL SARA SARA,AYACUCHO,3345.0,91.87686078855117,65.27163321195114
854,PUYUSCA,PARINACOCHAS,AYACUCHO,2155.0,98.34843613151352,62.84099766976871
855,OYOLO,PAUCAR DEL SARA SARA,AYACUCHO,1590.0,128.30210413404762,45.62040789667569
856,COLTA,PAUCAR DEL SARA SARA,AYACUCHO,477.0,114.2448901653416,52.59083366720703
857,CHUMPI,PARINACOCHAS,AYACUCHO,2345.0,119.93646662412375,47.83272023290496
858,SAN FRANCISCO DE RAVACAYCO,PARINACOCHAS,AYACUCHO,517.0,126.66817980292646,45.48761474756945
859,CHAVIÑA,LUCANAS,AYACUCHO,2341.0,139.19287367202105,46.27119258686138
860,SACSAMARCA,HUANCA SANCOS,AYACUCHO,1369.0,255.46398339487328,8.22300716028352
922,SAN PEDRO,LUCANAS,AYACUCHO,2793.0,156.61103568285594,46.8159775806198
923,PUQUIO,LUCANAS,AYACUCHO,14819.0,175.97525932084318,45.60711577803691
924,OCAÑA,LUCANAS,AYACUCHO,2415.0,245.9387688073425,8.673953923379592
925,CHIPAO,LUCANAS,AYACUCHO,2671.0,189.039806883584,46.55760960632582
926,SANTA ANA DE HUAYCAHUACHO,LUCANAS,AYACUCHO,762.0,220.80404354545237,39.917131592964246
927,AUCARA,LUCANAS,AYACUCHO,2814.0,231.0511393072292,34.75394731976633
928,SORAS,SUCRE,AYACUCHO,1032.0,216.97548991788227,41.23225782010456
929,ASQUIPATA,VICTOR FAJARDO,AYACUCHO,428.0,236.67625362371865,29.849678083257245
930,APONGO,VICTOR FAJARDO,AYACUCHO,614.0,239.75398606105924,25.847482928872935
931,SANTIAGO DE LUCANAMARCA,HUANCA SANCOS,AYACUCHO,2204.0,284.5248764701146,7.619112708729562
932,HUAYA,VICTOR FAJARDO,AYACUCHO,2158.0,258.9919090329704,8.144977069724453
933,HUANCARAYLLA,VICTOR FAJARDO,AYACUCHO,1292.0,278.2663385228963,7.741166635619901
934,COLCA,VICTOR FAJARDO,AYACUCHO,1011.0,278.0457050122378,7.745556153142484
935,PACCARITAMBO,PARURO,CUSCO,2173.0,306.8967085599768,7.226233766605026
936,COLCHA,PARURO,CUSCO,985.0,301.27839664377797,7.3179349571395305
937,CHECCA,CANAS,CUSCO,5711.0,276.1941133592605,7.782619452417327
938,QUEHUE,CANAS,CUSCO,2827.0,284.77084797303,7.61441527389769
939,SICUANI,CANCHIS,CUSCO,64605.0,324.08093138231976,24.996716404915876
940,COMBAPATA,CANCHIS,CUSCO,5182.0,318.3604518000449,7.055702440055629
